Rattings,Reviews
1,Purchased this Laptop last week and not happy with performance.Cons1. Booting issue. It takes long time to open in spite of latest BIOS version updated2. Takes long time to load any apps/browser. Very slow3. Battery backup is very poor. Hardly lasts for 1.5 hours after 100% charge4. This laptop is made out of China and comes with hardly very cheap manual of just 2 or pages sheet. Doesn't look Dell quality. I didn't expect that such cheap product from Dell
2,"Ordered this product from amazon as dell categories this model under business and delivery time is 1 month. So went with high end config of I5, 11th Gen, 8GB mem and 1TB HDD but it was very shocking package received was damaged and box was already opened or used. The performance of the product is very poor and it take long time to show-up the login screen and any application performance is very bad. Also extending the dell warranty is nightmare as there is no response from Dell for this product finally the quote was quite higher than the original purchase E.g if you order thru dell extending additional 2 year of warranty is around 1999 but if you do it separate it cost around 5000 . So purchased additional 500GB of WD NVME and made the system boost ending up spending 55k for this product without extended warranty which is quite expensive for this model"
5,"I received a faulty laptop first, then I spoke with Amazon executive and they helped me to get an another one as replacement ""Thanks Amazon"". It's been less than a week since i have been using this laptop, so far i don't see any issues and works fine as described & expected. The battery backup is very good and look wise also it's good."
1,"The laptop provides a good specification but they are really cheap and inefficient. To consider an example the Core i5 11th generation performs poorly than a Core i5 8th generation. The HDD also performs really bad especially while booting. The booting time varies between 2 mins to 5 mins. That's too long considering the pace of technology and the price of the product, almost 50k. It's sad that Dell is producing cheaper thousands of cheaper, worthless variants in the market rather than used to have a couple of awesome variants in past. So, be careful while buying, and DO NOT BUY THIS ONE.** Also Amazon.in has a bad return policy and they won't take it back."
4,"My daughter has been using it from last few week for her online classes.The laptop have only 1 drive which is HDD so boot time is little longer.Otherwise every thing is working fine.The build quality is good,trackpad function is smooth.The body has a mat finish and give an elegant look.14 inch screen,11th generation intern core i5.This was the cheapest model with above configuration ."
1,This product makes too much noise if the fan which is strange as well as there is no easy replacement policy of this product.When I asked to replace it within 7days they asked me to schedule technician visits instead of replacement or return .
1,"Very slow to boot up and also slow while loading applications, frequent firmware updates(every two days) and have done at least 3 times since I bought it in a space of one week. The laptop shows a blank dark screen after reboot and then i need to shut down and restart again multiple times. Frustrated after a week's use and returning the product."
1,Not worth money. The laptop didn’t boot up after 4 long hrs of installation. The product will only be replaced & no returns accepted and every time after replacement the customer should pay installation charges which costs around 800 bucks. Ideal to buy expensive items at authorised stores.
5,Good features quite fast battery backup is also sufficient and enough. Can be a better option for anyone below 50k
1,Laptop speed is slow ... It's getting stuck ..taking more times for open and speed is not good ... Pls 🙏 don't purchase this laptop ..bad experience this lappi
2,The system speed is extremely slow. I made a complaint on 25th Feb. I was told that system will be replaced within 48 hours. It is already more than one week but my system has not been replaced.
1,Poor quality and never advised for this product. With the same cost lots of peer companies give good quality product.
1,"Dont buy it, waste Rs50000 .Key board is hard and i think they have give used laptop for me. This model is not at all good. See product they have not shared clear front images purposely."
1,This doesn't seems to be i5 . Very very slow ...without any application it's slow like this what will happen when I will install other applications and software
1,I totally dislike the product ....It is worked properly about one week.....And then it is totally started misbehaving like very slow and Not responding any Apps....So don't buy this laptop
1,It is worst lapotop don't wast money..I think sellar is worst I buy this laptop on 11th August now Oct 15 this I get the the problem and it is very slow worst laptop plz don't buy it and it not working properly
1,"Worse Laptop I have ever seen, not worthy product even system was not fast even it's don't have any data. Don't put investment on this laptop."
